,Acceso minusválidos,Metros,Plantas,Cal. energética:,Individual,Agua caliente,Consumo,provincia,Exterior,Número de terrazas,Piscina,Pista de tenis,Calefacción,Garajes,Tipo de suelo,Conserje,Pista de fútbol,Gimnasio,Adosado,Año de construcción,Zonas verdes,Armarios,Tipo de fachada,Alarma,Pisos,Permite mascotas,Cal. energética,Ascensor,Campo de golf,Comunidad,Metros útiles,Puerta de seguridad,Aire acondicionado,Pista de pádel,Trastero,Orientación,Pista de squash,Pista de baloncesto,Antigüedad,Pareado,Circuito cerrado de seguridad,Inquilinos,Dormitorios,Baños,Amueblado,Emisiones,Precio,Cocina equipada,Estado,Salida de humos,
1486,Si,86,6,Si,,Gas natural,196 KW h/m² año,madrid,Si,,Si,,Gas Natural,,Parquet,Si,,,,1996,Si,3,Ladrillo,,24,,,Si,,"75,00 €",,Si,,,Si,Norte,,,Entre 20 y 25 Años,,,,2,2,,41 Kg CO2/m² año,285000,,Perfecto Estado,,
1487,Si,234,,Si,Si,Individual,286 KW h/m² año,madrid,Si,2,Si,,Gasóleo,2,Tarima normal,,,,,1978,Si,2,Mono Capa,Si,,Si,,,,,194,Si,,,Si,Suroeste,,,Entre 35 y 50 Años,,,,4,2,Si,73 Kg CO2/m² año,285000,Si,Perfecto Estado,,
1488,,93,,Si,,,145 KW h/m² año,madrid,Si,,,,Gas Natural,,Terrazo,,,,,1976,Si,,,,,,,Si,,"62,00 €",81,,,,,Sureste,,,,,,,3,1,,30 Kg CO2/m² año,285000,,Perfecto Estado,,
1489,Si,75,,Si,,Gas natural,147 KW h/m² año,madrid,,1,Si,Si,Gas Natural,1,Parquet,Si,,,,2005,Si,2,,,,,,Si,,"85,00 €",62,,Si,Si,Si,Sureste,,Si,Entre 15 y 20 Años,,,,2,1,,36 Kg CO2/m² año,285000,,Perfecto Estado,,
1490,,173,4,,,Central,,madrid,Si,1,Si,,Individual,1,Tarima normal,Si,,,,2013,Si,4,Ladrillo,,,,,Si,,"110,00 €",125,,Si,,Si,Sureste,,,Entre 15 y 20 Años,,,,4,2,,,288000,,Perfecto Estado,,
1491,,54,11,Si,,Gas natural,,madrid,Si,,,,Central,,Gres,Si,,,,1966,,,,,,,,Si,,,52,Si,,,,,,,Más de 50 años,,,,1,2,Si,,289000,Si,Perfecto Estado,,
1492,,88,,Si,,,,madrid,Si,1,,,,,,,,,,1964,,,,,,,,Si,,,77,,,,,,,,Más de 50 años,,,,2,1,,,289000,,Perfecto Estado,,
1493,,90,,Si,,,179 KW h/m² año,madrid,Si,,,,Gas Natural,1,Parquet,,,,,,,,,,,,,Si,,"88,00 €",,,,,,Sur,,,,,,,3,2,,37 Kg CO2/m² año,289000,,Perfecto Estado,,
1494,,159,,,,Individual,,madrid,Si,1,Si,Si,Gas Natural,1,Tarima Flotante,Si,Si,Si,,1980,Si,4,,,,,,Si,,"230,00 €",136,Si,Si,Si,Si,Noroeste,,Si,Mas de 25 Años,,Si,,4,2,,,290000,,,,
1495,,113,2,Si,,Gas natural,,madrid,Si,,,,Individual,,Porcelánico,,,,,1985,Si,2,Ladrillo,,,,,,,"74,00 €",90,,Si,,Si,Oeste,,,Mas de 25 Años,,,,3,2,,,290000,Si,Depende del precio,,
1496,Si,75,7,Si,,Individual,243 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Tarima Flotante,Si,Si,,,2005,Si,2,Ladrillo,,32,,,Si,,"123,00 €",59,Si,Si,Si,Si,Suroeste,,Si,Entre 15 y 20 Años,,Si,,2,2,,45 Kg CO2/m² año,290000,,Perfecto Estado,,
1497,,225,,Si,Si,Individual,,madrid,,2,,,Gasóleo,2,Terrazo,,,,,1975,,3,Ladrillo,,,,,,,,190,,,,,Suroeste,,,Entre 35 y 50 Años,,,,6,3,,,292500,,A reformar,,
1498,,90,,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Tarima normal,Si,,,,1992,Si,,Ladrillo,,,,,Si,,,75,Si,Si,,Si,,,,Mas de 25 Años,,Si,,2,2,,,293000,Si,Perfecto Estado,,
1499,Si,99,6,Si,,Gas natural,,madrid,Si,1,Si,,Colectiva,2,Tarima Flotante,Si,,,,2011,Si,3,Ladrillo,,,,,Si,,,79,Si,Si,,Si,Oeste,,,Entre 10 y 15 Años,,Si,,2,2,,,295000,Si,Depende del precio,,
1500,Si,146,10,,,Central,,madrid,Si,2,,,Central,1,Gres,Si,,,,1973,Si,3,Ladrillo,,38,,,Si,,"170,00 €",110,Si,Si,,Si,Suroeste,,,Entre 35 y 50 Años,,,,4,2,,,295000,,Perfecto Estado,,
1501,Si,85,,Si,,Gas natural,,madrid,Si,2,Si,,Suelo Radiante,2,Porcelánico,Si,,,,2018,Si,,Ladrillo,,,,,Si,,,61,,Si,Si,Si,Sur,,,Menos de 5 Años,,,,2,1,,,295000,,Perfecto Estado,,
1502,Si,118,3,Si,,Gas natural,,madrid,Si,1,Si,,Gas Natural,2,Gres,Si,,,,2007,Si,4,Ladrillo,,4,,,Si,,"140,00 €",94,,Si,,Si,Sureste,,,Entre 15 y 20 Años,,,,3,2,,,297000,Si,Perfecto Estado,,
1503,,73,8,Si,,Gas natural,,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,,,,1996,Si,2,Ladrillo,,40,,,Si,,"76,00 €",53,Si,,,Si,Norte,,,Mas de 25 Años,,Si,,2,1,,,299000,,Perfecto Estado,,
1504,,108,,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Tarima normal,Si,,,,2011,Si,3,Ladrillo,,,,,Si,,,83,Si,,,Si,,,,Entre 10 y 15 Años,,Si,,2,2,,,299000,Si,Perfecto Estado,,
1505,,54,,,,,,madrid,Si,,,,Eléctrica,,Tarima normal,,,,,,,,,,,,,,,"35,00 €",49,Si,Si,,Si,Sureste,,,Más de 50 años,,,,2,1,,,299900,Si,Perfecto Estado,,
1506,,100,,Si,,,,madrid,Si,,Si,,Gas Natural,,Parquet,Si,,,,,,,,,,,,Si,,"90,00 €",,,,Si,Si,Norte,,,,,,,2,2,,,299900,,Perfecto Estado,,
1507,,60,6,Si,,Individual,93 KW h/m² año,madrid,Si,,,,,,Parquet,,,,,1950,,2,Cemento,,28,,,Si,,,,,,,,Este,,,Más de 50 años,,,,2,1,,18 Kg CO2/m² año,300000,Si,Perfecto Estado,,
1508,,112,5,,,Individual,,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,,,,2001,Si,4,,,15,,,Si,,"150,00 €",90,Si,Si,,,Noreste,,,Entre 20 y 25 Años,,,,3,2,,,300000,,Perfecto Estado,,
1509,,172,,Si,,,,madrid,Si,,,,Gas Natural,,,,,,,2000,,,,,,,,Si,,,102,,,,,Este,,,Entre 20 y 25 Años,,,,2,2,,,300000,,,,
1510,,80,,Si,,Gas natural,177 KW h/m² año,madrid,Si,,Si,,Gas Natural,2,Parquet,Si,,,,1996,Si,3,Ladrillo,,,,,Si,,"120,00 €",65,,,,,Sur,,,Mas de 25 Años,,Si,,2,2,,37 Kg CO2/m² año,305000,Si,Perfecto Estado,,
1511,Si,109,,Si,,Central,,madrid,Si,1,Si,,Central,2,Tarima Flotante,Si,,,,2011,Si,5,Ladrillo,,,,,Si,,,86,Si,,,Si,Oeste,,,Entre 10 y 15 Años,,,,3,2,,,305000,Si,Perfecto Estado,,
1512,Si,85,8,Si,,Individual,,madrid,Si,2,,,Gas Natural,,Parquet,,,,,1975,,,Ladrillo,,4,,,Si,,,77,,,,Si,Sur,,,Entre 35 y 50 Años,,,,3,1,,,305000,,,,
1513,,256,,Si,,Gas natural,,madrid,Si,3,Si,,Gas Natural,3,Tarima Flotante,,Si,,Si,2001,Si,3,Ladrillo,,,,,,,"100,00 €",205,,Si,,Si,,,Si,Entre 20 y 25 Años,,,,3,3,,,306000,,Perfecto Estado,,
1514,Si,102,7,Si,,Gas natural,,madrid,Si,1,Si,,Individual,1,Tarima Flotante,Si,,,,2011,Si,4,Ladrillo,,,,,Si,,,87,Si,,,Si,Sur,,,Entre 10 y 15 Años,,,,3,2,,,307000,Si,Perfecto Estado,,
1515,,183,,,,Central,,madrid,Si,1,Si,,Gas Natural,2,Tarima normal,Si,,,,2020,Si,,Ladrillo,,,,,Si,,"130,00 €",94,,,,Si,Norte,,,Menos de 5 Años,,,,3,2,,,309900,,Perfecto Estado,,
1516,Si,200,6,Si,,Individual,,madrid,Si,1,,,Individual,2,Tarima normal,,,,,2011,,5,,,26,,,Si,,"100,00 €",116,Si,Si,,Si,Sureste,,,Entre 10 y 15 Años,,,,4,2,,,310000,Si,Perfecto Estado,,
1517,,97,,Si,,Gas natural,,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,,,,1994,Si,3,,,,,,Si,,,82,Si,Si,,,,,,Mas de 25 Años,,Si,,3,2,,,310000,Si,Perfecto Estado,,
1518,Si,125,,Si,,,,madrid,Si,2,,,Central,,Porcelánico,Si,,,,,,,,,,,,Si,,"70,00 €",117,,,,,,,,Entre 35 y 50 Años,,,,4,2,,,310000,,Perfecto Estado,,
1519,,64,4,,,Individual,,madrid,,,,,Individual,,Gres,,,,,,,,,,,,,Si,,,43,,,,,Noroeste,,,Más de 50 años,,,18,3,1,,,310000,,Perfecto Estado,,
1520,Si,100,5,Si,,Individual,248 KW h/m² año,madrid,,,Si,,Gas Natural,1,Parquet,,,,,2004,Si,4,Ladrillo,,22,,,Si,,,80,,Si,,Si,Oeste,,,Entre 15 y 20 Años,,Si,,3,2,,51 Kg CO2/m² año,310000,,,,
1521,,98,3,Si,,Individual,,madrid,Si,1,,,Gas Natural,1,Parquet,,,,,,,4,Ladrillo,,4,,,Si,,"73,00 €",88,Si,Si,,,,,,Entre 20 y 25 Años,,,,3,2,,,315000,Si,Perfecto Estado,,
1522,Si,101,7,Si,,Individual,281 KW h/m² año,madrid,,,,,Gas Natural,,Parquet,Si,,,,1956,,,Mono Capa,,46,,,Si,,"85,00 €",,Si,Si,,,Este,,,Más de 50 años,,,,3,2,,59 Kg CO2/m² año,315000,,Perfecto Estado,,
1523,Si,128,,Si,,Individual,,madrid,Si,1,Si,Si,Individual,2,Porcelánico,Si,Si,Si,,,Si,,,,,,,Si,,,82,Si,Si,Si,Si,Sur,,,Menos de 5 Años,,Si,,3,2,,,318900,,Perfecto Estado,,
1524,,111,,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Parquet,Si,,,,1997,Si,,,,,,,Si,,,89,Si,,,Si,Suroeste,,,Mas de 25 Años,,Si,,3,2,,,319000,Si,Perfecto Estado,,
1525,Si,119,,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Parquet,Si,,,,2000,Si,,Ladrillo,,,,,Si,,,86,Si,,Si,Si,Suroeste,,,Entre 20 y 25 Años,,Si,,3,2,,,319900,Si,Perfecto Estado,,
1526,,114,7,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,1,Parquet,,,,,1990,,5,Ladrillo,,14,,,Si,,"87,00 €",92,Si,,,Si,Suroeste,,,Mas de 25 Años,,,,4,2,,,320000,Si,,,
1527,Si,121,5,Si,,Gas natural,,madrid,Si,1,,,Gas Natural,3,Tarima normal,Si,,,,2008,,4,Ladrillo,,,,,Si,,"86,00 €",101,,,,Si,Noroeste,,,Entre 10 y 15 Años,,Si,,3,2,,,320000,Si,Perfecto Estado,,
1528,Si,105,,Si,,Central,,madrid,Si,1,,,Central,,Parquet,Si,,,,1973,,,,,,,,Si,,,98,,Si,,,Sur,,,Más de 50 años,,Si,,4,2,,,320000,,,,
1529,Si,101,7,Si,,Individual,143 KW h/m² año,madrid,,,,,Central,,Gres,,,,,1940,,4,Cemento,,34,,,Si,,,80,,,,,Oeste,,,Más de 50 años,,,,4,1,,739 Kg CO2/m² año,320000,,Depende del precio,,
1530,Si,135,7,Si,,,,madrid,Si,1,Si,,Individual,1,Tarima Flotante,Si,,,,2018,Si,5,Ladrillo,,,,,Si,,"125,00 €",80,Si,,,Si,Noroeste,,,Entre 5 y 10 Años,,Si,,3,2,Si,,320000,Si,Perfecto Estado,,
1531,,51,,Si,,,,madrid,Si,1,,,,,Parquet,,,,,1902,,,,,,,,,,"50,00 €",42,,Si,,,,,,Más de 50 años,,,,2,1,,,325000,Si,Perfecto Estado,,
1532,,93,,,,Gas natural,,madrid,Si,1,,,Gas Natural,1,Parquet,,,,,1984,Si,4,Ladrillo,,,,,Si,,"90,00 €",80,Si,,,Si,Suroeste,,,Mas de 25 Años,,Si,,3,2,,,325000,Si,A reformar,,
1533,Si,91,8,Si,,Gas natural,,madrid,Si,,Si,,Gas Natural,1,Tarima normal,Si,Si,,,2005,Si,3,Ladrillo,,44,,,Si,,"100,00 €",68,Si,Si,,Si,Oeste,,,Entre 20 y 25 Años,,Si,,2,2,,,325000,,Perfecto Estado,,
1534,,232,,Si,Si,Individual,260 KW h/m² año,madrid,Si,,Si,,Gasóleo,1,Tarima normal,,,,,2000,Si,3,Mono Capa,,,,,,,,146,Si,Si,,Si,Norte,,,Entre 20 y 25 Años,,,,4,3,Si,67 Kg CO2/m² año,325000,Si,Perfecto Estado,,
1535,,62,,Si,,,,madrid,Si,,,,Gas Natural,,Tarima Flotante,,,,,1956,,,Mono Capa,,,,,Si,,"90,00 €",48,,Si,,,Sur,,,Más de 50 años,,,,1,1,,,330000,,Perfecto Estado,,
1536,,66,6,Si,,,,madrid,,1,,,Gas Natural,,Parquet,Si,,,,1974,,,,,4,,,Si,,,59,,,,,,,,Más de 50 años,,,,3,1,,,330000,Si,,,
1537,,115,,Si,,Gas natural,16 KW h/m² año,madrid,Si,1,Si,,Gas Natural,1,Tarima normal,,,,,2022,Si,4,Otros materiales,,,,,Si,,,92,Si,Si,,Si,Este,,,Menos de 5 Años,,Si,,3,2,,7 Kg CO2/m² año,331900,Si,Perfecto Estado,,
1538,,129,,Si,,Central,,madrid,Si,1,Si,,Central,,Tarima Flotante,Si,,,,1977,Si,3,Ladrillo,,,,,Si,,"280,00 €",109,,,,,,,,Entre 35 y 50 Años,,,,4,2,,,332000,,,,
1539,Si,122,7,Si,,Central,,madrid,,1,Si,,Central,1,Parquet,Si,,,,1977,Si,4,Ladrillo,,,,,Si,,"250,00 €",104,,,,,,,,Entre 35 y 50 Años,,,,4,2,,,335000,,Perfecto Estado,,
1540,Si,95,6,Si,,Gas natural,146 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Tarima Flotante,Si,Si,,,2001,Si,4,,,12,,,Si,,,75,Si,,,Si,Sureste,,Si,Entre 20 y 25 Años,,Si,,3,2,,31 Kg CO2/m² año,338000,Si,Perfecto Estado,,
1541,Si,95,6,Si,,,234 KW h/m² año,madrid,Si,,,,,,Baldosa,,,,,1954,,1,,Si,33,,,Si,,,85,Si,Si,,,Oeste,,,Más de 50 años,,,,3,1,Si,49 Kg CO2/m² año,339000,Si,Depende del precio,,
1542,,63,4,,,Individual,,madrid,Si,,,,,,Gres,,,,,1965,,,Ladrillo,,,,,,,"45,00 €",,,,,,Sur,,,Más de 50 años,,,,2,1,,,340000,Si,A reformar,,
1543,Si,85,4,,,,,madrid,Si,,,,Gas Natural,,Parquet,Si,,,,1952,,3,Mono Capa,,,,,Si,,,77,,,,,Sur,,,Más de 50 años,,,,3,1,,,345000,Si,A reformar,,
1544,Si,69,6,Si,,Gas natural,,madrid,,1,,,Gas Natural,,Parquet,,,,,1955,,,,,4,,,Si,,,64,,,,,,,,Más de 50 años,,,,3,1,,,349000,,Perfecto Estado,,
1545,Si,140,4,Si,,Individual,167 KW h/m² año,madrid,Si,2,Si,,Eléctrica,1,Tarima normal,Si,,Si,,2012,,3,Ladrillo,,,,,Si,,"125,00 €",136,Si,,Si,Si,Sur,,,Entre 10 y 15 Años,,,,2,2,,28 Kg CO2/m² año,349900,,Perfecto Estado,,
1546,Si,114,8,,,Gas natural,,madrid,Si,1,,,Gas Natural,1,Parquet,,,,,1990,Si,5,Ladrillo,,16,,,Si,,"90,00 €",88,Si,Si,,Si,Suroeste,,,Mas de 25 Años,,Si,,4,2,,,349999,,,,
1547,,90,6,,,Individual,,madrid,Si,1,,,Individual,,Marmol,,,,,1910,,,Cemento,,,,,Si,,"56,00 €",,,Si,,,Sur,,,Entre 35 y 50 Años,,,,2,1,,,350000,Si,Perfecto Estado,,
1548,Si,114,,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Tarima normal,,,,,1990,,4,Ladrillo,,,,,Si,,"80,00 €",86,Si,,,Si,Noroeste,,,Mas de 25 Años,,,,4,2,,,350000,,,,
1549,Si,165,,Si,,Central,,madrid,,1,,,Central,2,Parquet,,,,,1979,,4,Ladrillo,,,,,Si,,"160,00 €",140,Si,,,,Este,,,Entre 35 y 50 Años,,Si,,4,2,,,350000,,Perfecto Estado,,
1550,Si,70,,,,,,madrid,Si,,,,Central,,Parquet,Si,,,,1955,,,,,,,,Si,,"145,00 €",56,,,,Si,,,,Más de 50 años,,,,3,1,,,350000,,A reformar,,
1551,Si,232,,Si,,Individual,,madrid,,3,Si,,Individual,2,Tarima normal,,,,Si,,Si,,Ladrillo,,,,,,,,231,,Si,Si,,Sur,,,Entre 20 y 25 Años,,Si,,4,3,,,350000,,Perfecto Estado,,
1552,Si,90,,,,Gas natural,,madrid,Si,,Si,,Gas Natural,1,Tarima normal,Si,,Si,,2001,Si,2,Ladrillo,,,,,Si,,,65,Si,Si,Si,Si,Sur,,,Entre 15 y 20 Años,,Si,,2,2,Si,,350000,Si,Perfecto Estado,,
1553,Si,69,6,Si,,Gas natural,,madrid,,,,,Central,,Parquet,,,,,1940,,3,Cemento,,6,,,Si,,"100,00 €",50,,,,,Este,,,Más de 50 años,,,,2,1,,,350000,,Perfecto Estado,,
1554,Si,102,,Si,,,,madrid,,,Si,,Gas Natural,1,Parquet,Si,,Si,,2000,Si,,,,,,,Si,,"125,00 €",85,,,Si,Si,Norte,,,,,,,3,2,,,353000,,Perfecto Estado,,
1555,,215,3,Si,,Individual,,madrid,Si,1,,,Gas Natural,2,Gres,,,,,2003,Si,5,Ladrillo,,,,,,,,,,,,Si,Sureste,,,Entre 15 y 20 Años,,,,5,3,,,355000,Si,Perfecto Estado,,
1556,,79,4,Si,,,,madrid,Si,2,,,Eléctrica,,Porcelánico,,,,,,,,Ladrillo,,8,,,,,,70,,,,,Oeste,,,Más de 50 años,,,,3,1,,,355000,,A reformar,,
1557,,90,,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Tarima normal,Si,,,,2003,Si,,,,,,,Si,,,80,Si,Si,,Si,,,,Entre 20 y 25 Años,,Si,,3,2,,,355000,,Perfecto Estado,,
1558,Si,77,,Si,,,174 KW h/m² año,madrid,Si,4,,,,1,Parquet,,,,,2001,,,Ladrillo,,,,,Si,,,64,Si,,,,Sur,,,Entre 20 y 25 Años,,,,2,2,Si,36 Kg CO2/m² año,355000,Si,Perfecto Estado,,
1559,Si,145,11,Si,,,243 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,,,,,Si,,,,,,,Si,,"230,00 €",,,Si,,Si,Norte,,Si,,,,,3,2,,51 Kg CO2/m² año,355000,,Perfecto Estado,,
1560,,128,,Si,,Central,,madrid,Si,1,Si,,Central,1,Porcelánico,,,,,1977,Si,,,,,,,Si,,"200,00 €",104,,Si,,,Oeste,,,Mas de 25 Años,,,,4,2,,,357000,,Perfecto Estado,,
1561,Si,104,,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,,Parquet,Si,,,,1997,Si,7,Ladrillo,,,,,Si,,,83,Si,,,,Sur,,,Entre 20 y 25 Años,,Si,,3,2,,,360000,,,,
1562,,80,,Si,,Gas natural,273 KW h/m² año,madrid,,,,,Gas Natural,,Parquet,Si,,,,1952,,1,Mono Capa,,,,,Si,,"110,00 €",,,,,,Noreste,,,Entre 25 y 35 años,,,,4,1,,57 Kg CO2/m² año,360000,Si,Perfecto Estado,,
1563,Si,92,4,,,Gas natural,,madrid,Si,,,,Gas Natural,,Parquet,Si,,,,1952,Si,,Ladrillo,,,,,Si,,"40,00 €",,,,,,,,,Más de 50 años,,,,3,1,,,362000,Si,A reformar,,
1564,Si,92,8,Si,,Gas natural,,madrid,Si,,Si,,Gas Natural,2,Tarima normal,Si,,,,1996,Si,3,Ladrillo,,32,,,Si,,"104,00 €",,Si,,,,Oeste,,,Mas de 25 Años,,Si,,3,2,,,365000,,Perfecto Estado,,
1565,Si,114,8,Si,,Gas natural,,madrid,Si,,,,Gas Natural,1,Tarima normal,,,,,1990,,8,Ladrillo,,16,,,Si,,"100,00 €",96,Si,Si,,Si,Sur,,,Mas de 25 Años,,Si,,4,2,,,365000,Si,Perfecto Estado,,
1566,Si,101,6,Si,,Gas natural,341 KW h/m² año,madrid,Si,,,,Central,,Tarima normal,,,,,1950,,,Ladrillo,,24,,,Si,,"130,00 €",,Si,Si,,,,,,Más de 50 años,,,,4,1,,71 Kg CO2/m² año,365000,,,,
1567,Si,134,7,Si,,Central,,madrid,Si,2,Si,,Central,2,Parquet,Si,Si,,,1990,Si,4,Ladrillo,,14,,,Si,,"230,00 €",108,Si,,,Si,,,Si,Entre 25 y 35 años,,Si,,4,2,,,370000,Si,,,
1568,,181,,Si,,Individual,143 KW h/m² año,madrid,Si,1,Si,,Eléctrica,1,Tarima normal,Si,,Si,,2013,Si,,Ladrillo,,,,,Si,,"170,00 €",117,Si,Si,Si,,Noreste,,,Entre 10 y 15 Años,,Si,,3,2,,24 Kg CO2/m² año,370000,,Perfecto Estado,,
1569,Si,113,,,,Central,,madrid,Si,1,,,Central,1,Tarima Flotante,Si,,,,1977,Si,4,Ladrillo,,,,,Si,,"156,39 €",96,Si,,,Si,Oeste,,,Entre 20 y 25 Años,,,,4,2,,,370000,,A reformar,,
1570,Si,114,8,Si,,Gas natural,198 KW h/m² año,madrid,Si,,,,Gas Natural,1,Parquet,,,,,1990,,4,Ladrillo,,,,,Si,,"105,00 €",89,Si,Si,,Si,Sur,,,Mas de 25 Años,,,,4,2,,40 Kg CO2/m² año,373000,Si,Perfecto Estado,,
1571,,166,6,,,Individual,,madrid,Si,3,,,Gas Natural,1,Parquet,Si,,,,1987,Si,4,,Si,12,,,Si,,"120,00 €",133,Si,,,Si,Este,,,Entre 25 y 35 años,,Si,,4,2,,,375000,,,,
1572,,68,,Si,,Gas natural,,madrid,Si,1,,,Central,,Parquet,,,,,,,,Ladrillo,,,,,Si,,"110,00 €",60,,,,,,,,Más de 50 años,,,,3,1,,,375000,,A reformar,,
1573,Si,80,,Si,,Individual,,madrid,,,,,Gas Natural,,Gres,Si,,,,1952,,,,,,,,Si,,"90,00 €",73,,Si,,,,,,Más de 50 años,,,,3,1,,,375000,,,,
1574,,200,,Si,,Gas natural,55 KW h/m² año,madrid,Si,1,Si,,Gas Natural,1,Tarima normal,Si,,Si,,2021,Si,3,Ladrillo,Si,,,,Si,,"130,00 €",101,Si,Si,Si,Si,Sur,,Si,Menos de 5 Años,,Si,,2,2,,11 Kg CO2/m² año,378000,Si,Perfecto Estado,,
1575,,74,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Parquet,Si,,,,1945,,3,,,,,,Si,,,,Si,,,,Sureste,,,Más de 50 años,,,,1,1,,,380000,,Perfecto Estado,,
1576,,110,,Si,,,,madrid,Si,1,,,Individual,,Tarima normal,,,,,,,4,Ladrillo,Si,,,,Si,,"119,00 €",98,,,,,Oeste,,,Mas de 25 Años,,,,3,2,,,385000,Si,A reformar,,
1577,,75,4,Si,,Individual,,madrid,Si,,,,Gas Natural,,Tarima Flotante,,,,,1950,,1,Ladrillo,,,,,Si,,"65,00 €",63,Si,,,,Oeste,,,Más de 50 años,,Si,,2,1,,,385000,Si,Perfecto Estado,,
1578,Si,97,6,Si,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Tarima normal,Si,,,,2017,Si,3,Ladrillo,,6,,,Si,,"105,00 €",67,Si,Si,Si,Si,Sureste,,,Entre 5 y 10 Años,,Si,,2,2,,,385000,,Perfecto Estado,,
1579,Si,139,,Si,,Gas natural,,madrid,,1,Si,,Gas Natural,1,Tarima normal,,,,,2018,Si,,Ladrillo,,,,,Si,,"130,00 €",122,,Si,,,Noroeste,,,Entre 5 y 10 Años,,Si,,4,2,,,385000,,Perfecto Estado,,
1580,,150,,Si,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Porcelánico,Si,,Si,,2021,Si,5,Mono Capa,,,,,Si,,"140,00 €",84,Si,Si,Si,Si,Sureste,,,Menos de 5 Años,,Si,,3,2,,,395000,Si,Perfecto Estado,,
1581,,251,,Si,,Gas natural,,madrid,Si,1,Si,,Gas Natural,2,Gres,,,,Si,2003,Si,5,Ladrillo,,,,,,,,201,Si,Si,,,,,,Entre 20 y 25 Años,,,,3,3,,,396500,,Perfecto Estado,,
1582,,91,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Gres,,,,,1890,,,Mono Capa,,,,,Si,,,,,,,,Suroeste,,,Más de 50 años,,,,3,1,,,399000,Si,Perfecto Estado,,
1583,Si,132,7,Si,,,222 KW h/m² año,madrid,Si,1,,,Individual,,Gres,,,,,1954,,,Ladrillo,,2,,,Si,,,99,,,,,,,,Más de 50 años,,,,4,2,Si,45 Kg CO2/m² año,399900,Si,Perfecto Estado,,
1584,Si,103,,Si,,Individual,,madrid,Si,,Si,,Gas Natural,2,Tarima normal,Si,,,,2005,Si,2,Ladrillo,,,,,Si,,,82,Si,,,Si,,,,Entre 15 y 20 Años,,Si,,3,2,,,400000,,Perfecto Estado,,
1585,,72,,Si,,Gas natural,,madrid,Si,,,,Gas Natural,,Gres,,,,,2002,,,Ladrillo,,,,,Si,,"65,00 €",53,Si,Si,,,Oeste,,,Entre 20 y 25 Años,,,,2,1,,,410000,Si,Perfecto Estado,,
1586,Si,124,9,,,Gas natural,,madrid,Si,1,Si,,Gas Natural,1,Tarima normal,Si,,Si,,2020,Si,3,Ladrillo,,,,,Si,,"103,00 €",94,Si,Si,,Si,Este,,,Menos de 5 Años,,Si,,2,2,,,415000,,Perfecto Estado,,
1587,,117,,Si,,,209 KW h/m² año,madrid,Si,,,,Gas Natural,1,Tarima normal,,,,,,Si,,Ladrillo,,,,,Si,,"90,00 €",94,,Si,,Si,Oeste,,,,,,,3,2,,44 Kg CO2/m² año,415000,,Perfecto Estado,,
1588,,70,8,,,Gas natural,,madrid,Si,1,,,Gas Natural,,Parquet,,,,,1956,,,Ladrillo,,2,,,Si,,"60,00 €",52,,,,,,,,Más de 50 años,,,,2,1,,,420000,,A reformar,,
1589,,142,,Si,,,203 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Tarima Flotante,Si,,,,1997,Si,,,,,,,Si,,"100,00 €",,,Si,,Si,Noroeste,,,,,,,3,2,,42 Kg CO2/m² año,420000,,Perfecto Estado,,
1590,Si,115,,Si,,Individual,285 KW h/m² año,madrid,Si,2,,,Central,,,Si,,,,1970,,3,Otros materiales,,,,,Si,,,92,,,,,,,,Más de 50 años,,,,3,2,Si,74 Kg CO2/m² año,420000,Si,Perfecto Estado,,
1591,,70,,,,Individual,,madrid,Si,1,,,Individual,,Parquet,,,,,1961,,,Ladrillo,,,,,,,,,,Si,,,Sureste,,,Entre 35 y 50 Años,,,,3,1,,,424000,,Perfecto Estado,,
1592,,100,,Si,,,270 KW h/m² año,madrid,Si,,Si,,Gas Natural,1,Parquet,Si,,,,,Si,,,,,,,Si,,"110,00 €",78,,Si,,Si,Noroeste,,,,,,,3,2,,57 Kg CO2/m² año,425000,,Perfecto Estado,,
1593,,149,8,,,Gas natural,,madrid,Si,2,,,Gas Natural,1,Parquet,Si,,,,1984,,7,Ladrillo,,2,,,Si,,"111,00 €",130,,,,Si,Suroeste,,,Mas de 25 Años,,,,5,3,,,430000,Si,A reformar,,
